,userId,top_topics
734,2834,"['Image Processing', 'Web Development']"
735,2855,"['Data Analysis', 'Natural Language Processing']"
736,2868,"['Android', 'Backend Development']"
737,2872,"['Machine Learning', 'Flutter']"
738,2888,"['Cryptocurrency', 'Android']"
739,2890,['App Development']
740,2896,"['Dev Ops', 'Cryptocurrency']"
741,2901,['Data Science']
742,2905,['Cloud Computing']
743,2909,['Backend Development']
744,2917,"['Cryptocurrency', 'Blockchain']"
745,2918,"['Web3', 'Blockchain']"
746,2927,"['Artificial Intelligence', 'App Development']"
747,2929,['Data Analysis']
748,2936,"['Web3', 'Security']"
749,2940,['Backend Development']
750,2943,"['Natural Language Processing', 'Deep Learning']"
751,2944,"['Android', 'Flutter']"
752,2945,['Cybersecurity']
753,2948,"['Natural Language Processing', 'Flutter']"
754,2949,['Image Processing']
755,2958,['Android']
756,2961,"['Dev Ops', 'Cryptocurrency']"
757,2963,['Blockchain']
758,2964,"['Information Security', 'Cybersecurity']"
759,2969,"['Cloud Computing', 'Natural Language Processing']"
760,2974,['Cryptocurrency']
761,2976,"['App Development', 'Flutter']"
762,2978,"['Data Science', 'Web Development']"
763,2981,['Machine Learning']
764,2991,"['Flutter', 'Android']"
765,2998,['Dev Ops']
766,3007,['App Development']
767,3013,"['Android', 'App Development']"
768,3014,['App Development']
769,3016,['Flutter']
770,3017,"['Natural Language Processing', 'Android']"
771,3027,['Data Science']
772,3034,['Natural Language Processing']
773,3046,"['Deep Learning', 'Natural Language Processing']"
774,3047,"['Information Security', 'Web3']"
775,3051,"['Backend Development', 'Web Development']"
776,3054,"['Machine Learning', 'Android']"
777,3055,"['Artificial Intelligence', 'Backend Development']"
778,3058,['App Development']
779,3059,"['Natural Language Processing', 'Deep Learning']"
780,3060,"['Machine Learning', 'Artificial Intelligence']"
781,3061,['Image Processing']
782,3068,"['Software Development', 'Data Science']"
783,3069,"['Cybersecurity', 'Cryptocurrency']"
784,3073,['Web3']
785,3080,"['Image Processing', 'Backend Development']"
786,3081,"['Backend Development', 'Cybersecurity']"
787,3095,"['Information Security', 'Web3']"
788,3104,"['Android', 'Natural Language Processing']"
789,3107,"['Software Development', 'Backend Development']"
790,3124,"['Dev Ops', 'Artificial Intelligence']"
791,3125,"['Data Science', 'Deep Learning']"
792,3126,['Flutter']
793,3127,"['Android', 'Software Development']"
794,3129,"['Dev Ops', 'Cloud Services']"
795,3144,"['Data Analysis', 'Natural Language Processing']"
796,3145,"['Data Analysis', 'Natural Language Processing']"
797,3146,"['Information Security', 'Flutter']"
798,3150,['Cloud Services']
799,3154,"['Software Development', 'Web Development']"
800,3163,['Cloud Services']
801,3176,"['Image Processing', 'Deep Learning']"
802,3178,"['Android', 'Flutter']"
803,3208,"['Dev Ops', 'Blockchain']"
804,3221,"['Flutter', 'Cloud Services']"
805,3232,['Information Security']
806,3240,"['Image Processing', 'Web Development']"
807,3241,"['Backend Development', 'Web3']"
808,3255,['Deep Learning']
809,3263,"['Web Development', 'Backend Development']"
810,3264,"['Backend Development', 'Web Development']"
811,3275,"['Web3', 'Web Development']"
812,3280,"['Image Processing', 'Data Science']"
813,3282,['Flutter']
814,3284,"['Cryptocurrency', 'Blockchain']"
815,3290,"['Deep Learning', 'Software Development']"
816,3297,"['Software Development', 'Blockchain']"
817,3299,"['App Development', 'Android']"
818,3302,['Flutter']
819,3322,"['Artificial Intelligence', 'Backend Development']"
820,3324,"['Image Processing', 'Machine Learning']"
821,3328,"['Data Analysis', 'Android']"
822,3329,"['Backend Development', 'Cryptocurrency']"
823,3330,"['Security', 'Flutter']"
824,3332,"['Software Development', 'Web Development']"
825,3333,"['Cryptocurrency', 'Flutter']"
826,3336,['Android']
827,3337,"['Web3', 'Cryptocurrency']"
828,3341,['Cloud Computing']
829,3343,['Natural Language Processing']
830,3344,['Flutter']
831,3346,"['App Development', 'Software Development']"
832,3347,"['Web3', 'Cryptocurrency']"
833,3349,['Natural Language Processing']
834,3350,"['Cloud Services', 'Cryptocurrency']"
835,3357,['Security']
836,3361,"['Cryptocurrency', 'Web Development']"
837,3369,"['Blockchain', 'Software Development']"
838,3376,"['Cloud Services', 'Dev Ops']"
839,3377,"['Natural Language Processing', 'Flutter']"
840,3379,"['Cybersecurity', 'Information Security']"
841,3380,['Deep Learning']
842,3382,"['App Development', 'Backend Development']"
843,3384,"['Data Analysis', 'Deep Learning']"
844,3392,"['Natural Language Processing', 'Web Development']"
845,3393,['Android']
846,3395,"['App Development', 'Backend Development']"
847,3399,['Cloud Services']
848,3412,"['Cloud Computing', 'Web Development']"
849,3415,"['Cloud Services', 'Artificial Intelligence']"
850,3417,"['Web3', 'App Development']"
851,3423,['Blockchain']
852,3424,"['Image Processing', 'Machine Learning']"
853,3425,['Deep Learning']
854,3429,"['Software Development', 'Backend Development']"
855,3430,['Flutter']
856,3432,['Data Analysis']
857,3437,"['Image Processing', 'Web Development']"
858,3438,"['Information Security', 'Backend Development']"
859,3440,"['Cybersecurity', 'App Development']"
860,3445,"['Data Analysis', 'Machine Learning']"
861,3446,"['Cybersecurity', 'Flutter']"
862,3447,"['Security', 'Software Development']"
863,3454,"['Dev Ops', 'Blockchain']"
864,3455,['Web Development']
865,3462,"['Dev Ops', 'Deep Learning']"
866,3468,"['Software Development', 'Web3']"
867,3469,['Android']
868,3472,"['Cloud Services', 'Flutter']"
869,3481,"['Data Analysis', 'Backend Development']"
870,3483,['Dev Ops']
871,3489,"['Android', 'Information Security']"
872,3492,"['Natural Language Processing', 'Software Development']"
873,3495,['Image Processing']
874,3509,"['Web3', 'Backend Development']"
875,3511,"['Dev Ops', 'Cryptocurrency']"
876,3516,"['Dev Ops', 'Cloud Computing']"
877,3536,"['Dev Ops', 'Blockchain']"
878,3542,"['Machine Learning', 'Flutter']"
879,3547,"['App Development', 'Image Processing']"
880,3549,['Cryptocurrency']
881,3561,"['Dev Ops', 'Machine Learning']"
882,3570,"['Blockchain', 'Software Development']"
883,3571,['Cybersecurity']
884,3600,"['Deep Learning', 'Android']"
885,3601,"['Dev Ops', 'Web Development']"
886,3603,"['Web3', 'Backend Development']"
887,3604,['Backend Development']
888,3606,"['Web3', 'Cryptocurrency']"
889,3610,['Deep Learning']
890,3614,"['Web3', 'Security']"
891,3622,['Security']
892,3629,"['Web3', 'Cryptocurrency']"
893,3638,"['Cloud Services', 'Cryptocurrency']"
894,3648,"['Security', 'Flutter']"
895,3650,['Android']
896,3662,['Cloud Computing']
897,3663,"['Cloud Computing', 'Artificial Intelligence']"
898,3670,['Android']
899,3671,"['Machine Learning', 'Deep Learning']"
900,3674,['Software Development']
901,3678,"['Cloud Computing', 'Software Development']"
902,3680,"['Cloud Computing', 'Android']"
903,3683,"['Dev Ops', 'Blockchain']"
904,3687,"['Flutter', 'Data Science']"
905,3693,"['Security', 'Flutter']"
906,3697,"['Flutter', 'Backend Development']"
907,3698,"['Cybersecurity', 'Security']"
908,3700,"['Backend Development', 'Web Development']"
909,3701,"['Deep Learning', 'Artificial Intelligence']"
910,3706,['Cybersecurity']
911,3707,"['App Development', 'Flutter']"
912,3711,"['Cloud Services', 'Dev Ops']"
913,3712,['Information Security']
914,3714,"['Flutter', 'Android']"
915,3715,"['App Development', 'Flutter']"
916,3721,"['Backend Development', 'Web Development']"
917,3724,['Data Science']
918,3730,['Software Development']
919,3733,"['App Development', 'Web Development']"
920,3738,"['Blockchain', 'Cryptocurrency']"
921,3743,"['Deep Learning', 'Machine Learning']"
922,3757,"['Software Development', 'Machine Learning']"
923,3758,"['Web Development', 'Natural Language Processing']"
924,3759,['Android']
925,3763,"['Dev Ops', 'Data Analysis']"
926,3769,"['Flutter', 'Data Science']"
927,3771,['Information Security']
928,3772,['Deep Learning']
929,3776,"['Android', 'Flutter']"
930,3781,"['Image Processing', 'Web Development']"
931,3784,"['Android', 'Web Development']"
932,3800,['Cryptocurrency']
933,3813,"['Security', 'Backend Development']"
934,3816,"['Information Security', 'Backend Development']"
935,3817,"['App Development', 'Flutter']"
936,3826,['Software Development']
937,3828,['Image Processing']
938,3830,['Web Development']
939,3832,['Information Security']
940,3842,['Web3']
941,3866,"['Backend Development', 'Web Development']"
942,3870,['Cryptocurrency']
943,3876,"['Backend Development', 'Image Processing']"
944,3881,"['Web3', 'Web Development']"
945,3893,['App Development']
946,3896,['Android']
947,3899,"['Machine Learning', 'Flutter']"
948,3912,['Cybersecurity']
949,3915,"['Information Security', 'Web3']"
950,3916,"['Software Development', 'Information Security']"
951,3924,"['Information Security', 'Flutter']"
952,3929,['Cybersecurity']
953,3937,"['Flutter', 'Web Development']"
954,3940,"['Cybersecurity', 'Information Security']"
955,3942,['Web Development']
956,3945,['App Development']
957,3948,"['Web Development', 'Cybersecurity']"
958,3952,"['App Development', 'Android']"
959,3955,"['App Development', 'Backend Development']"
960,3957,['Image Processing']
961,3965,"['Web3', 'Android']"
962,3966,"['Machine Learning', 'Image Processing']"
963,3978,['Cryptocurrency']
964,3980,['Machine Learning']
965,3982,"['Web Development', 'Flutter']"
966,3993,"['Data Science', 'Artificial Intelligence']"
967,3994,"['Flutter', 'App Development']"
968,3995,"['Cybersecurity', 'Blockchain']"
969,3999,"['Web3', 'Blockchain']"
970,4002,"['Natural Language Processing', 'Artificial Intelligence']"
971,4004,"['Web Development', 'Information Security']"
972,4005,"['Cloud Services', 'Security']"
973,4008,"['Dev Ops', 'Deep Learning']"
974,4012,"['Dev Ops', 'Data Analysis']"
975,4013,['Software Development']
976,4017,"['Software Development', 'Security']"
977,4024,['Software Development']
978,4031,"['Flutter', 'Android']"
979,4037,['Android']
980,4046,"['Machine Learning', 'Image Processing']"
981,4053,"['Software Development', 'Backend Development']"
982,4054,"['Software Development', 'Natural Language Processing']"
983,4059,"['Natural Language Processing', 'Software Development']"
984,4060,"['Security', 'App Development']"
985,4070,"['Information Security', 'Android']"
986,4082,"['Web3', 'Information Security']"
987,4083,"['Image Processing', 'App Development']"
988,4085,"['Flutter', 'Backend Development']"
989,4089,"['Machine Learning', 'Backend Development']"
990,4093,"['Data Analysis', 'Deep Learning']"
991,4100,['Deep Learning']
992,4105,['Cryptocurrency']
993,4111,"['Cryptocurrency', 'Backend Development']"
994,4115,"['Machine Learning', 'Flutter']"
995,4116,"['Machine Learning', 'Web Development']"
996,4119,"['Web Development', 'Security']"
997,4120,"['Blockchain', 'Android']"
998,4121,"['Machine Learning', 'Natural Language Processing']"
999,4123,"['Security', 'Blockchain']"
1000,4130,"['Web3', 'Android']"
1001,4131,"['Cryptocurrency', 'Backend Development']"
1002,4133,"['Data Science', 'Backend Development']"
1003,4134,['Dev Ops']
1004,4135,"['Data Analysis', 'Web Development']"
1005,4137,"['Machine Learning', 'Android']"
1006,4138,"['Machine Learning', 'Web Development']"
1007,4140,"['Image Processing', 'Backend Development']"
1008,4142,"['Backend Development', 'Flutter']"
1009,4153,"['Cybersecurity', 'Blockchain']"
1010,4157,"['Web Development', 'Backend Development']"
1011,4160,"['Machine Learning', 'Flutter']"
1012,4166,"['Cloud Computing', 'Cloud Services']"
1013,4170,['Deep Learning']
1014,4173,['Web3']
1015,4177,"['Android', 'Backend Development']"
1016,4180,['Dev Ops']
1017,4186,"['Information Security', 'Flutter']"
1018,4196,"['Artificial Intelligence', 'Backend Development']"
1019,4210,"['Android', 'Flutter']"
1020,4217,"['Software Development', 'Android']"
1021,4218,"['Natural Language Processing', 'Data Analysis']"
1022,4223,"['Android', 'Data Science']"
1023,4229,"['Natural Language Processing', 'Backend Development']"
1024,4236,"['Software Development', 'Web Development']"
1025,4250,"['Machine Learning', 'App Development']"
1026,4255,['Cybersecurity']
1027,4256,['Dev Ops']
1028,4260,"['App Development', 'Cloud Computing']"
1029,4265,"['Artificial Intelligence', 'Android']"
1030,4269,"['Machine Learning', 'Flutter']"
1031,4272,['Deep Learning']
1032,4276,"['Android', 'Backend Development']"
1033,4278,"['Data Science', 'Image Processing']"
1034,4282,['App Development']
1035,4287,"['Cryptocurrency', 'App Development']"
1036,4288,"['Software Development', 'Data Science']"
1037,4297,"['Information Security', 'Cybersecurity']"
1038,4300,['Security']
1039,4302,"['Deep Learning', 'Image Processing']"
1040,4303,"['Information Security', 'Blockchain']"
1041,4304,"['Dev Ops', 'Blockchain']"
1042,4305,['Web Development']
1043,4308,"['Backend Development', 'Image Processing']"
1044,4310,['App Development']
1045,4314,"['Information Security', 'Web3']"
1046,4315,['Data Analysis']
1047,4331,"['Security', 'Cryptocurrency']"
1048,4332,"['Backend Development', 'Flutter']"
1049,4337,['Cryptocurrency']
1050,4338,['Deep Learning']
1051,4342,['Flutter']
1052,4345,"['Data Science', 'Deep Learning']"
1053,4348,['Deep Learning']
1054,4377,"['Web Development', 'Cryptocurrency']"
1055,4387,['Backend Development']
1056,4397,"['Data Science', 'Deep Learning']"
1057,4401,['Web Development']
1058,4406,"['Software Development', 'Backend Development']"
1059,4412,"['Image Processing', 'Data Science']"
1060,4418,['Flutter']
1061,4426,['Data Science']
1062,4427,"['App Development', 'Software Development']"
1063,4433,"['App Development', 'Natural Language Processing']"
1064,4439,"['Artificial Intelligence', 'Flutter']"
1065,4441,"['Cryptocurrency', 'Information Security']"
1066,4444,"['Natural Language Processing', 'Image Processing']"
1067,4447,"['App Development', 'Data Analysis']"
1068,4454,"['Cybersecurity', 'Web Development']"
1069,4458,"['Web3', 'Cloud Computing']"
1070,4472,"['Software Development', 'Backend Development']"
1071,4481,['Natural Language Processing']
1072,4486,"['Android', 'Flutter']"
1073,4488,['Cybersecurity']
1074,4502,['Web Development']
1075,4515,"['Data Science', 'Natural Language Processing']"
1076,4520,"['Deep Learning', 'Software Development']"
1077,4524,['Cryptocurrency']
1078,4534,['App Development']
1079,4539,"['App Development', 'Cybersecurity']"
1080,4540,['Image Processing']
1081,4543,"['Machine Learning', 'Backend Development']"
1082,4550,"['Android', 'Backend Development']"
1083,4557,"['Flutter', 'Web Development']"
1084,4562,['Web3']
1085,4563,['Software Development']
1086,4579,"['Android', 'App Development']"
1087,4582,['App Development']
1088,4585,"['Cryptocurrency', 'Information Security']"
1089,4587,['Deep Learning']
1090,4589,"['Cybersecurity', 'Cloud Computing']"
1091,4593,"['Data Science', 'Image Processing']"
1092,4594,['Image Processing']
1093,4598,"['App Development', 'Data Science']"
1094,4600,"['App Development', 'Information Security']"
1095,4604,['Flutter']
1096,4615,['Web Development']
1097,4616,"['Web3', 'Android']"
1098,4620,"['Data Science', 'Software Development']"
1099,4629,['Artificial Intelligence']
1100,4645,"['Web3', 'Backend Development']"
1101,4653,"['Cryptocurrency', 'Web3']"
1102,4654,"['Cloud Services', 'Dev Ops']"
1103,4656,['Natural Language Processing']
1104,4660,['Flutter']
1105,4664,"['Blockchain', 'Flutter']"
1106,4670,"['Web3', 'Backend Development']"
1107,4681,"['Android', 'Natural Language Processing']"
1108,4685,"['Information Security', 'Backend Development']"
1109,4695,"['Web Development', 'Cybersecurity']"
1110,4701,"['Dev Ops', 'Cloud Services']"
1111,4706,"['Deep Learning', 'Web Development']"
1112,4707,"['Web Development', 'Backend Development']"
1113,4708,"['Deep Learning', 'Cloud Computing']"
1114,4709,"['Security', 'Software Development']"
1115,4713,"['Data Analysis', 'Natural Language Processing']"
1116,4715,"['Software Development', 'Backend Development']"
1117,4741,['Data Science']
1118,4748,['Android']
1119,4751,"['App Development', 'Android']"
1120,4752,"['Blockchain', 'Security']"
1121,4753,"['Cloud Computing', 'Cybersecurity']"
1122,4754,"['Web3', 'Web Development']"
1123,4756,"['Flutter', 'Web Development']"
1124,4758,"['Web Development', 'Data Science']"
1125,4772,"['Dev Ops', 'Software Development']"
1126,4783,"['Cybersecurity', 'Backend Development']"
1127,4784,"['Security', 'Information Security']"
1128,4794,['Backend Development']
1129,4796,"['Cloud Computing', 'Machine Learning']"
1130,4804,"['Web3', 'Security']"
1131,4807,['Cloud Computing']
1132,4810,['Flutter']
1133,4823,['Android']
1134,4834,"['Information Security', 'Android']"
1135,4835,"['Blockchain', 'App Development']"
1136,4839,['Information Security']
1137,4849,['App Development']
1138,4856,"['Cryptocurrency', 'Backend Development']"
1139,4860,"['Android', 'Information Security']"
1140,4863,['Natural Language Processing']
1141,4865,"['Data Analysis', 'Android']"
1142,4867,['Flutter']
1143,4870,"['Natural Language Processing', 'Web Development']"
1144,4877,['App Development']
1145,4878,['Natural Language Processing']
1146,4882,"['Data Analysis', 'Machine Learning']"
1147,4885,"['Cybersecurity', 'Android']"
1148,4903,"['Cryptocurrency', 'Blockchain']"
1149,4904,"['Deep Learning', 'Artificial Intelligence']"
1150,4905,"['Blockchain', 'Dev Ops']"
1151,4913,"['Software Development', 'Data Science']"
1152,4918,"['Data Analysis', 'Android']"
1153,4924,"['Software Development', 'Web Development']"
1154,4927,"['Web Development', 'Android']"
1155,4931,"['Natural Language Processing', 'Web Development']"
1156,4937,"['Cybersecurity', 'Information Security']"
1157,4940,"['Web Development', 'Backend Development']"
1158,4957,"['Cryptocurrency', 'Blockchain']"
1159,4960,"['Artificial Intelligence', 'Backend Development']"
1160,4964,['Flutter']
1161,4969,"['Deep Learning', 'Machine Learning']"
1162,4998,"['Blockchain', 'Information Security']"
1163,5006,"['Blockchain', 'Cryptocurrency']"
1164,5008,['Backend Development']
